date,year,nuh,total_rainfall,wet_bulb_temperature,dengue,urti,diarrhea,injuries,day,month,is_holiday
2023-10-17,2023,86.5,0.0,26.4,30.0,2446.0,351.0,,Tue,Oct,0
2023-10-18,2023,86.5,17.2,26.5,30.0,2446.0,351.0,,Wed,Oct,0
2023-10-19,2023,86.2,1.8,26.7,30.0,2446.0,351.0,,Thu,Oct,0
2023-10-20,2023,86.2,38.4,26.2,30.0,2446.0,351.0,,Fri,Oct,0
2023-10-21,2023,80.6,0.2,26.1,30.0,2446.0,351.0,,Sat,Oct,0
2023-10-22,2023,81.7,0.0,25.4,27.0,2396.0,363.0,,Sun,Oct,0
2023-10-23,2023,85.6,0.0,26.2,27.0,2396.0,363.0,,Mon,Oct,0
2023-10-24,2023,87.9,0.0,26.0,27.0,2396.0,363.0,,Tue,Oct,0
2023-10-25,2023,87.5,15.2,26.7,27.0,2396.0,363.0,,Wed,Oct,0
2023-10-26,2023,87.2,0.2,27.1,27.0,2396.0,363.0,,Thu,Oct,0
2023-10-27,2023,84.5,0.0,26.1,27.0,2396.0,363.0,,Fri,Oct,0
2023-10-28,2023,81.7,1.2,26.5,27.0,2396.0,363.0,,Sat,Oct,0
2023-10-29,2023,83.6,0.0,26.0,22.0,2442.0,324.0,,Sun,Oct,0
2023-10-30,2023,88.2,13.8,26.0,22.0,2442.0,324.0,,Mon,Oct,0
2023-10-31,2023,89.3,0.0,26.3,22.0,2442.0,324.0,,Tue,Oct,0
2023-11-01,2023,88.1,0.6,26.6,22.0,2442.0,324.0,,Wed,Nov,0
2023-11-02,2023,85.5,0.0,26.0,22.0,2442.0,324.0,,Thu,Nov,0
2023-11-03,2023,82.9,0.0,27.2,22.0,2442.0,324.0,,Fri,Nov,0
2023-11-04,2023,81.4,0.0,26.5,22.0,2442.0,324.0,,Sat,Nov,0
2023-11-05,2023,83.2,0.0,26.3,22.0,2326.0,299.0,,Sun,Nov,0
2023-11-06,2023,85.3,0.0,26.5,22.0,2326.0,299.0,,Mon,Nov,0
2023-11-07,2023,86.3,1.2,25.9,22.0,2326.0,299.0,,Tue,Nov,0
2023-11-08,2023,87.4,0.0,25.9,22.0,2326.0,299.0,,Wed,Nov,0
2023-11-09,2023,84.3,14.0,26.0,22.0,2326.0,299.0,,Thu,Nov,0
2023-11-10,2023,81.7,13.6,26.1,22.0,2326.0,299.0,,Fri,Nov,0
2023-11-11,2023,74.1,0.2,26.7,22.0,2326.0,299.0,,Sat,Nov,0
2023-11-12,2023,75.6,5.4,26.0,20.0,2500.0,317.0,,Sun,Nov,1
2023-11-13,2023,77.8,0.8,26.9,20.0,2500.0,317.0,,Mon,Nov,1
2023-11-14,2023,81.6,4.6,25.8,20.0,2500.0,317.0,,Tue,Nov,0
2023-11-15,2023,83.8,0.0,26.3,20.0,2500.0,317.0,,Wed,Nov,0
2023-11-16,2023,86.4,0.2,27.3,20.0,2500.0,317.0,,Thu,Nov,0
2023-11-17,2023,78.8,1.0,26.6,20.0,2500.0,317.0,,Fri,Nov,0
2023-11-18,2023,74.4,0.0,26.5,20.0,2500.0,317.0,,Sat,Nov,0
2023-11-19,2023,78.3,0.0,25.4,24.0,2663.0,302.0,,Sun,Nov,0
2023-11-20,2023,84.9,40.8,27.1,24.0,2663.0,302.0,,Mon,Nov,0
2023-11-21,2023,87.1,17.8,26.4,24.0,2663.0,302.0,,Tue,Nov,0
2023-11-22,2023,87.4,0.2,25.8,24.0,2663.0,302.0,,Wed,Nov,0
2023-11-23,2023,89.1,18.6,25.4,24.0,2663.0,302.0,,Thu,Nov,0
2023-11-24,2023,86.1,0.0,26.0,24.0,2663.0,302.0,,Fri,Nov,0
2023-11-25,2023,85.1,15.4,25.6,24.0,2663.0,302.0,,Sat,Nov,0
2023-11-26,2023,84.6,2.6,26.4,21.0,2970.0,294.0,,Sun,Nov,0
2023-11-27,2023,87.7,7.2,25.9,21.0,2970.0,294.0,,Mon,Nov,0
2023-11-28,2023,87.7,3.4,26.7,21.0,2970.0,294.0,,Tue,Nov,0
2023-11-29,2023,85.5,0.0,26.2,21.0,2970.0,294.0,,Wed,Nov,0
2023-11-30,2023,85.1,71.4,26.7,21.0,2970.0,294.0,,Thu,Nov,0
2023-12-01,2023,84.3,17.4,25.5,21.0,2970.0,294.0,,Fri,Dec,0
2023-12-02,2023,82.5,0.8,25.7,21.0,2970.0,294.0,,Sat,Dec,0
2023-12-03,2023,84.3,3.8,25.1,26.0,3590.0,285.0,,Sun,Dec,0
2023-12-04,2023,87.4,0.0,25.4,26.0,3590.0,285.0,,Mon,Dec,0
2023-12-05,2023,86.4,2.0,26.2,26.0,3590.0,285.0,,Tue,Dec,0
2023-12-06,2023,87.6,4.2,26.5,26.0,3590.0,285.0,,Wed,Dec,0
2023-12-07,2023,87.7,1.2,26.0,26.0,3590.0,285.0,,Thu,Dec,0
2023-12-08,2023,84.5,0.0,26.6,26.0,3590.0,285.0,,Fri,Dec,0
2023-12-09,2023,80.6,5.8,26.3,26.0,3590.0,285.0,,Sat,Dec,0
2023-12-10,2023,83.7,0.0,25.6,30.0,3475.0,261.0,,Sun,Dec,0
2023-12-11,2023,88.3,10.0,26.4,30.0,3475.0,261.0,,Mon,Dec,0
2023-12-12,2023,89.0,3.0,25.9,30.0,3475.0,261.0,,Tue,Dec,0
2023-12-13,2023,90.2,0.0,26.5,30.0,3475.0,261.0,,Wed,Dec,0
2023-12-14,2023,89.2,57.6,26.1,30.0,3475.0,261.0,,Thu,Dec,0
2023-12-15,2023,86.4,0.4,26.8,30.0,3475.0,261.0,,Fri,Dec,0
2023-12-16,2023,85.2,0.0,26.6,30.0,3475.0,261.0,,Sat,Dec,0
2023-12-17,2023,85.9,0.0,26.5,34.0,2853.0,272.0,,Sun,Dec,0
2023-12-18,2023,87.8,0.0,26.6,34.0,2853.0,272.0,,Mon,Dec,0
2023-12-19,2023,85.8,0.4,25.9,34.0,2853.0,272.0,,Tue,Dec,0
2023-12-20,2023,84.8,2.4,26.7,34.0,2853.0,272.0,,Wed,Dec,0
2023-12-21,2023,81.5,7.6,26.2,34.0,2853.0,272.0,,Thu,Dec,0
2023-12-22,2023,77.0,8.4,25.7,34.0,2853.0,272.0,,Fri,Dec,0
2023-12-23,2023,74.6,4.4,25.2,34.0,2853.0,272.0,,Sat,Dec,0
2023-12-24,2023,72.5,0.0,26.2,39.0,2467.0,324.0,,Sun,Dec,0
2023-12-25,2023,77.4,22.6,26.7,39.0,2467.0,324.0,,Mon,Dec,1
2023-12-26,2023,83.6,7.6,26.8,39.0,2467.0,324.0,,Tue,Dec,0
2023-12-27,2023,85.2,22.2,26.5,39.0,2467.0,324.0,,Wed,Dec,0
2023-12-28,2023,87.4,32.4,26.6,39.0,2467.0,324.0,,Thu,Dec,0
2023-12-29,2023,84.1,8.4,26.7,39.0,2467.0,324.0,,Fri,Dec,0
2023-12-30,2023,79.4,0.2,26.6,39.0,2467.0,324.0,,Sat,Dec,0
2023-12-31,2023,78.0,33.4,25.6,39.0,2467.0,324.0,,Sun,Dec,0
